web_scraper_order,web_scraper_start_url,type_vetements,price,adress,limg_link
"1765185319-1385","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble Robe enfants","28 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-enfants-3990865"
"1765185319-1386","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Costume garçon","27 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/costume-garcon-3990863"
"1765185319-1387","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Costume garçon","28 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/costume-garcon-3990860"
"1765185319-1388","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3981315"
"1765185319-1389","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements Enfant","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3933191"
"1765185319-1390","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements friperies  enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperies-enfant-3968398"
"1765185319-1391","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Maillots Sénégal enfant","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-senegal-enfant-3954905"
"1765185319-1392","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble enfants","8 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3913283"
"1765185319-1393","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements enfants","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3913279"
"1765185319-1394","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensembles pull  enfants","4 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-pull-enfants-3941399"
"1765185319-1395","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Polo pour enfants","8 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/polo-pour-enfants-3883008"
"1765185319-1396","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robes  enfant","9 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3919617"
"1765185319-1397","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements enfant","10 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3919579"
"1765185319-1398","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Grenouillères","2 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/grenouilleres-3919556"
"1765185319-1399","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Polos enfants","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/polos-enfants-3913936"
"1765185319-1400","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Grenouillère","7 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-3913465"
"1765185319-1401","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Coffret nouveaux née","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/coffret-nouveaux-nee-3913427"
"1765185319-1402","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble Robe Turquie","11 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-turquie-3913424"
"1765185319-1403","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Peignoir bébé","9 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/peignoir-bebe-3861861"
"1765185319-1404","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensembles enfants","7 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-enfants-3899030"
"1765185319-1405","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble enfants","6 500CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3899029"
"1765185319-1406","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Accessoires et vetements bébé","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/accessoires-et-vetements-bebe-3858243"
"1765185319-1407","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble  3 pièces enfants","16 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-3895855"
"1765185319-1408","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Barboteuse","6 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/barboteuse-3874861"
"1765185319-1409","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Pantalon","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-3874843"
"1765185319-1410","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements enfant","16 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3886071"
"1765185319-1411","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble enfants","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3836735"
"1765185319-1412","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble enfants","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3829807"
"1765185319-1413","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble enfants","5 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3826455"
"1765185319-1414","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements bébé fille","3 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-fille-3871259"
"1765185319-1415","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements bébé","3 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3871253"
"1765185319-1416","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements enfant","5 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3818666"
"1765185319-1417","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Costumes héros","Prix sur demande","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/costumes-heros-3862904"
"1765185319-1418","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe d’anniversaire fille","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-danniversaire-fille-3853493"
"1765185319-1419","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe d’anniversaire fille","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-danniversaire-fille-3853488"
"1765185319-1420","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble bandeaux chaussettes","1 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bandeaux-chaussettes-3813301"
"1765185319-1421","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Barboteuse","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/barboteuse-3813274"
"1765185319-1422","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Boubou bazin riche","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/boubou-bazin-riche-3808232"
"1765185319-1423","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Dessous enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/dessous-enfants-3848809"
"1765185319-1424","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements bébé","3 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3841152"
"1765185319-1425","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements bébé","6 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3841108"
"1765185319-1426","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements enfants","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3831624"
"1765185319-1427","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Habits enfants","3 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-3785558"
"1765185319-1428","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe petite fille","8 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-petite-fille-3785563"
"1765185319-1429","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Jeans enfants","8 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-enfants-3785562"
"1765185319-1430","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements enfants","8 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3785559"
"1765185319-1431","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Habits enfants","7 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-3785557"
"1765185319-1432","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe d'été enfants","2 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-dete-enfants-3825327"
"1765185319-1433","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensembles enfants","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-enfants-3778201"
"1765185319-1434","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble enfants","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3775607"
"1765185319-1435","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtement enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3799617"
"1765185319-1436","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Costume garçon  - 4 pièces","27 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/costume-garcon-4-pieces-3795696"
"1765185319-1437","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Maillots Sénégal  enfant","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-senegal-enfant-3794471"
"1765185319-1438","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Protège-tête","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/protege-tete-3794079"
"1765185319-1439","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","8 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3754887"
"1765185319-1440","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","7 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3754885"
"1765185319-1441","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","8 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3754884"
"1765185319-1442","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","8 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3754882"
"1765185319-1443","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtement enfant","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3753646"
"1765185319-1444","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robes enfant","12 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3753641"
"1765185319-1445","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble bébé","4 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-3768719"
"1765185319-1446","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtement enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3786149"
"1765185319-1447","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Peignoirs enfants","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/peignoirs-enfants-3781038"
"1765185319-1448","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robes enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-3778481"
"1765185319-1449","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble peignoir pour enfants","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-peignoir-pour-enfants-3735826"
"1765185319-1450","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements bébé","6 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3768713"
"1765185319-1451","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3761395"
"1765185319-1452","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3761389"
"1765185319-1453","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements enfant","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3718353"
"1765185319-1454","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robes enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-3758410"
"1765185319-1455","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Sous vêtements bébé","1 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetements-bebe-3715721"
"1765185319-1456","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble enfants","3 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3715720"
"1765185537-1457","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4375129"
"1765185537-1458","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperies  enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperies-enfant-4375124"
"1765185537-1459","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble vêtement enfant","15 300CFA","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetement-enfant-4340725"
"1765185537-1460","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","T-shirt","9 000CFA","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/t-shirt-4340716"
"1765185537-1461","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4333845"
"1765185537-1462","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfants","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4330580"
"1765185537-1463","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement  enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4330576"
"1765185537-1464","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4327566"
"1765185537-1465","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Maillot enfant","2 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-4344836"
"1765185537-1466","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","2 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4314416"
"1765185537-1467","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Couette bébé","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/couette-bebe-4338195"
"1765185537-1468","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Djellaba enfants","8 500CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4288629"
"1765185537-1469","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pyjama bébé","6 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pyjama-bebe-4316063"
"1765185537-1470","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Culotte Berksha enfant","15 000CFA","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/culotte-berksha-enfant-4304204"
"1765185537-1471","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4268608"
"1765185537-1472","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4268605"
"1765185537-1473","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4267930"
"1765185537-1474","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble pour enfants","10 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-4267915"
"1765185537-1475","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4266992"
"1765185537-1476","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","7 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4265951"
"1765185537-1477","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pantalon en coton","6 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-en-coton-4284180"
"1765185537-1478","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Hijab enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/hijab-enfant-4280858"
"1765185537-1479","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4273754"
"1765185537-1480","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Maillots enfants","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-enfants-4267451"
"1765185537-1481","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Sous vêtements   enfants","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetements-enfants-4224162"
"1765185537-1482","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperie-enfant-4258723"
"1765185537-1483","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4258722"
"1765185537-1484","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pantalons enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalons-enfant-4258717"
"1765185537-1485","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperie-enfant-4258716"
"1765185537-1486","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperie-enfant-4258714"
"1765185537-1487","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Maillot enfant","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-4236342"
"1765185537-1488","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robes enfant","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-4223428"
"1765185537-1489","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robes enfant","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-4223425"
"1765185537-1490","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants 3 piéces","12 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3-pieces-4172007"
"1765185537-1491","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfants","15 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfants-4168633"
"1765185537-1492","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfants","15 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfants-4168626"
"1765185537-1493","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants Turquie","20 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-turquie-4167331"
"1765185537-1494","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants Turquie","18 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-turquie-4167321"
"1765185537-1495","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants Turquie","20 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-turquie-4167311"
"1765185537-1496","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4166510"
"1765185537-1497","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Survetmemt pour enfants","1 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/survetmemt-pour-enfants-4165543"
"1765185537-1498","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans baladeurs enfant","7 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-baladeurs-enfant-4157493"
"1765185537-1499","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfants","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfants-4153017"
"1765185537-1500","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4153014"
"1765185537-1501","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4154892"
"1765185537-1502","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Emsemble coton enfants","8 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/emsemble-coton-enfants-4154884"
"1765185537-1503","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfant","9 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4154876"
"1765185537-1504","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans pour enfants garçon","6 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-pour-enfants-garcon-4154870"
"1765185537-1505","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans pour enfants filles","7 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-pour-enfants-filles-4154864"
"1765185537-1506","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans pour enfants garçon","6 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-pour-enfants-garcon-4154867"
"1765185537-1507","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe pour enfants","10 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfants-4154854"
"1765185537-1508","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Cole pour enfants","2 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/cole-pour-enfants-4126921"
"1765185537-1509","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement  enfant","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4158777"
"1765185537-1510","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4158775"
"1765185537-1511","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4158770"
