web_scraper_order,web_scraper_start_url,price,type_habits,adress,img
"1765132480-131","https://sn.coinafrique.com/categorie/vetements-homme?page=118","10 000CFA","Ensemble short","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-2199720"
"1765132480-132","https://sn.coinafrique.com/categorie/vetements-homme?page=118","10 000CFA","Ensemble short","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-2199713"
"1765132480-133","https://sn.coinafrique.com/categorie/vetements-homme?page=118","12 000CFA","Pantalon homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-homme-2199467"
"1765132480-134","https://sn.coinafrique.com/categorie/vetements-homme?page=118","12 000CFA","Pantalon kaki","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2199445"
"1765132480-135","https://sn.coinafrique.com/categorie/vetements-homme?page=118","12 000CFA","Kaki de luxe","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/kaki-de-luxe-2199439"
"1765132480-136","https://sn.coinafrique.com/categorie/vetements-homme?page=118","12 000CFA","Pantalon kaki","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2199432"
"1765132480-137","https://sn.coinafrique.com/categorie/vetements-homme?page=118","17 000CFA","Chemises Giant","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/chemises-giant-2199415"
"1765132480-138","https://sn.coinafrique.com/categorie/vetements-homme?page=118","11 500CFA","T-shirts homme","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-homme-2199325"
"1765132480-139","https://sn.coinafrique.com/categorie/vetements-homme?page=118","11 000CFA","Ensemble lacoste kaki","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-lacoste-kaki-2198774"
"1765132480-140","https://sn.coinafrique.com/categorie/vetements-homme?page=118","15 000CFA","Ensemble homme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2198726"
"1765132480-141","https://sn.coinafrique.com/categorie/vetements-homme?page=118","15 000CFA","Ensemble homme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2198716"
"1765132480-142","https://sn.coinafrique.com/categorie/vetements-homme?page=118","15 000CFA","Ensemble chomme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-chomme-2198709"
"1765132480-143","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Prix sur demande","Pantalons homme","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-homme-2198585"
"1765132480-144","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Prix sur demande","Vêtement homme","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-2198582"
"1765132480-145","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Prix sur demande","Vêtement homme","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-2198342"
"1765132480-146","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Prix sur demande","Vêtements homme","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2198292"
"1765132480-147","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Prix sur demande","Vêtements Homme","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2198269"
"1765132480-148","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Prix sur demande","Vêtements hommes","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-hommes-2198259"
"1765132480-149","https://sn.coinafrique.com/categorie/vetements-homme?page=118","10 000CFA","Polo Lacoste","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2197635"
"1765132480-150","https://sn.coinafrique.com/categorie/vetements-homme?page=118","10 000CFA","Lacoste homme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-2197625"
"1765132480-151","https://sn.coinafrique.com/categorie/vetements-homme?page=118","10 000CFA","Lacoste Homme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-2197617"
"1765132480-152","https://sn.coinafrique.com/categorie/vetements-homme?page=118","10 000CFA","Lacoste homme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-2197608"
"1765132480-153","https://sn.coinafrique.com/categorie/vetements-homme?page=118","10 000CFA","Polo Lacoste","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2197603"
"1765132480-154","https://sn.coinafrique.com/categorie/vetements-homme?page=118","6 500CFA","Pantalons Kaki","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-kaki-2196565"
"1765132480-155","https://sn.coinafrique.com/categorie/vetements-homme?page=118","6 500CFA","Pantalons Kaki","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-kaki-2196564"
"1765132480-156","https://sn.coinafrique.com/categorie/vetements-homme?page=118","12 000CFA","Ensemble vêtements","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2196499"
"1765132480-157","https://sn.coinafrique.com/categorie/vetements-homme?page=118","12 000CFA","Ensemble homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2196495"
"1765132480-158","https://sn.coinafrique.com/categorie/vetements-homme?page=118","12 000CFA","Ensemble t-shirt + pantalon","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-t-shirt-pantalon-2196491"
"1765132480-159","https://sn.coinafrique.com/categorie/vetements-homme?page=118","12 000CFA","Ensemble homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2196490"
"1765132480-160","https://sn.coinafrique.com/categorie/vetements-homme?page=118","12 000CFA","Ensemble homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2196486"
"1765132480-161","https://sn.coinafrique.com/categorie/vetements-homme?page=118","12 000CFA","Ensemble homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2196484"
"1765132480-162","https://sn.coinafrique.com/categorie/vetements-homme?page=118","12 000CFA","Ensemble homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2196479"
"1765132480-163","https://sn.coinafrique.com/categorie/vetements-homme?page=118","12 000CFA","Ensemble homme","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2196475"
"1765132480-164","https://sn.coinafrique.com/categorie/vetements-homme?page=118","12 000CFA","Ensemble","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-2196423"
"1765132480-165","https://sn.coinafrique.com/categorie/vetements-homme?page=118","10 000CFA","T-shirts homme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-homme-2196379"
"1765132480-166","https://sn.coinafrique.com/categorie/vetements-homme?page=118","20 000CFA","Ensembles costume africain","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-costume-africain-2196287"
"1765132480-167","https://sn.coinafrique.com/categorie/vetements-homme?page=118","13 000CFA","Blouson homme","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/blouson-homme-2196236"
"1765132480-168","https://sn.coinafrique.com/categorie/vetements-homme?page=118","4 000CFA","T-shirt Turk","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-turk-2195085"
"1765132648-169","https://sn.coinafrique.com/categorie/vetements-homme?page=117","10 000CFA","Complet homme et femme","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/complet-homme-et-femme-2220179"
"1765132648-170","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Prix sur demande","Ensemble Vêtements","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2217972"
"1765132648-171","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Prix sur demande","Ensemble chemises","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-chemises-2217955"
"1765132648-172","https://sn.coinafrique.com/categorie/vetements-homme?page=117","12 000CFA","Ensemble vêtements","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2217939"
"1765132648-173","https://sn.coinafrique.com/categorie/vetements-homme?page=117","12 000CFA","Ensemble Vêtements","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2217937"
"1765132648-174","https://sn.coinafrique.com/categorie/vetements-homme?page=117","12 000CFA","Ensemble Vêtements","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2217935"
"1765132648-175","https://sn.coinafrique.com/categorie/vetements-homme?page=117","8 000CFA","Ensemble Vêtements","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2217917"
"1765132648-176","https://sn.coinafrique.com/categorie/vetements-homme?page=117","8 000CFA","Ensemble vêtements","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2217915"
"1765132648-177","https://sn.coinafrique.com/categorie/vetements-homme?page=117","10 000CFA","Ensemble Vêtements","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2217911"
"1765132648-178","https://sn.coinafrique.com/categorie/vetements-homme?page=117","10 000CFA","Ensemble Vêtements","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2217907"
"1765132648-179","https://sn.coinafrique.com/categorie/vetements-homme?page=117","10 000CFA","Ensembles Vêtements Hommes","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-vetements-hommes-2217905"
"1765132648-180","https://sn.coinafrique.com/categorie/vetements-homme?page=117","10 000CFA","Ensemble Vêtements","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2217904"
"1765132648-181","https://sn.coinafrique.com/categorie/vetements-homme?page=117","10 000CFA","Ensemble vêetements","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-veetements-2217900"
"1765132648-182","https://sn.coinafrique.com/categorie/vetements-homme?page=117","10 500CFA","Ensemble Vêtements","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2217897"
"1765132648-183","https://sn.coinafrique.com/categorie/vetements-homme?page=117","10 500CFA","Ensemble t-shirt + pantalon","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-t-shirt-pantalon-2217894"
