web_scraper_order,web_scraper_start_url,price,adress,type_shoes,img
"1765197968-129","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","3 000CFA","M'bour, Sénégal","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-989597"
"1765197968-130","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","3 000CFA","M'bour, Sénégal","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-989571"
"1765197968-131","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","2 500CFA","M'bour, Sénégal","Chaussures petit  garçon","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petit-garcon-989555"
"1765197968-132","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 000CFA","Patte d'Oie, Dakar, Sénégal","Chaussures originales","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-originales-971817"
"1765197968-133","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 000CFA","Les Parcelles Assainies, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-971814"
"1765197968-134","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","20 000CFA","Grand Yoff, Dakar, Sénégal","Chaussures de qualité","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-de-qualite-963710"
"1765197968-135","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","10 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-961311"
"1765197968-136","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","15 000CFA","Saly, Sénégal","Chaussures et sacs - enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-et-sacs-enfants-947507"
"1765197968-137","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","15 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","Baskets Lacoste - enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-lacoste-enfant-919329"
"1765197968-138","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","10 000CFA","Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-919324"
"1765197968-139","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 000CFA","Sénégal","Chaussures enfants Zara","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-zara-905654"
"1765197968-140","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905461"
"1765197968-141","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905455"
"1765197968-142","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905452"
"1765197968-143","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905450"
"1765197968-144","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905446"
"1765197968-145","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905442"
"1765197968-146","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905439"
"1765197968-147","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905437"
"1765197968-148","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905432"
"1765197968-149","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905430"
"1765197968-150","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905429"
"1765197968-151","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905424"
"1765197968-152","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905422"
"1765197968-153","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures   enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905416"
"1765197968-154","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905412"
"1765197968-155","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905410"
"1765198150-156","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2460623"
"1765198150-157","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Prix sur demande","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2460595"
"1765198150-158","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2456502"
"1765198150-159","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Prix sur demande","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2452832"
"1765198150-160","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Prix sur demande","Grand Yoff, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2447627"
"1765198150-161","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444887"
"1765198150-162","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","4 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444525"
"1765198150-163","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Ouakam, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443725"
"1765198150-164","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","5 500CFA","Ouakam, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2443709"
"1765198150-165","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Prix sur demande","Ouakam, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443671"
"1765198150-166","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443093"
"1765198150-167","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","12 000CFA","Hann Bel-Air, Dakar, Sénégal","Chaussures pour filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-filles-2439527"
"1765198150-168","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","Dakar, Sénégal","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431711"
"1765198150-169","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","Dakar, Sénégal","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431710"
"1765198150-170","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","4 500CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2430991"
"1765198150-171","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Prix sur demande","Guediawaye, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2430002"
"1765198150-172","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428992"
"1765198150-173","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","Dakar, Sénégal","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428826"
"1765198150-174","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2428822"
"1765198150-175","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","Dakar, Sénégal","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428820"
"1765198150-176","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2425191"
"1765198150-177","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","30 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2420883"
"1765198150-178","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","2 200CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2420872"
"1765198150-179","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","3 000CFA","Sicap Liberté, Dakar, Sénégal","Chaussures bébé fille o-1 mois","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-fille-o-1-mois-2415033"
"1765198150-180","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2413078"
"1765198150-181","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2410519"
"1765198150-182","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2406863"
"1765198150-183","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406856"
"1765198150-184","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406756"
"1765198150-185","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","9 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394786"
"1765198150-186","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","9 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394785"
"1765198150-187","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","9 000CFA","Dakar, Sénégal","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2394784"
"1765198150-188","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","9 000CFA","Dakar, Sénégal","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2394779"
"1765198150-189","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures talons / enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-talons-enfants-2387260"
"1765198150-190","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2387223"
"1765198150-191","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2386398"
"1765198150-192","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2384995"
"1765198150-193","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2384989"
"1765198150-194","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2374657"
"1765198150-195","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2373859"
"1765198150-196","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","7 000CFA","Grand Yoff, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2372034"
"1765198150-197","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","2 000CFA","Parcelle Assainies, Dakar, Sénégal","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2370678"
"1765198150-198","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368631"
"1765198150-199","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368597"
"1765198150-200","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368592"
"1765198150-201","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2362995"
"1765198150-202","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2358530"
"1765198150-203","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2358522"
"1765198150-204","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","5 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2355164"
"1765198150-205","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","5 000CFA","Dakar, Sénégal","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2355154"
"1765198150-206","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2353584"
"1765198150-207","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2347318"
"1765198150-208","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-2342498"
"1765198150-209","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338432"
"1765198150-210","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338242"
"1765198150-211","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","7 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2325327"
"1765198150-212","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","2 000CFA","Dakar, Sénégal","Chaussettes enfants 0 à 12 ans","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussettes-enfants-0-a-12-ans-2309761"
"1765198150-213","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","7 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2309224"
"1765198150-214","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","5 000CFA","Dakar, Sénégal","Bottes de pluie","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-de-pluie-2306870"
"1765198150-215","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","5 000CFA","Fass, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2267587"
"1765198150-216","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232916"
"1765198150-217","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232803"
"1765198150-218","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232790"
"1765198150-219","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","Dakar, Sénégal","Claquettes enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-2226824"
"1765198150-220","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2226808"
"1765198150-221","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","3 000CFA","Parcelle Assainies, Dakar, Sénégal","Mocassins enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-2215961"
"1765198150-222","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-2194875"
"1765198150-223","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","1 500CFA","Les Parcelles Assainies, Dakar, Sénégal","Chaussures pour bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-bebe-2183732"
"1765198150-224","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","25 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2159342"
"1765198150-225","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","25 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2155033"
"1765198150-226","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","3 500CFA","HLM, Dakar, Sénégal","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2141792"
"1765198150-227","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2136742"
"1765198150-228","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","5 000CFA","HLM, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2132107"
"1765198150-229","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2107561"
"1765198150-230","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","Grand Yoff, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2089890"
"1765198150-231","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","1 000CFA","Les Parcelles Assainies, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2085293"
"1765198150-232","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","Fann, Dakar, Sénégal","Mocassins enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-2076365"
"1765198150-233","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","8 000CFA","Fann, Dakar, Sénégal","Chaussures /  garçon","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcon-2076146"
"1765198150-234","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","Fann, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065087"
"1765198150-235","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","Fann, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065082"
"1765198150-236","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","Fann, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065078"
"1765198150-237","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","7 000CFA","HLM, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2063105"
"1765198150-238","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","7 000CFA","HLM, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2063093"
"1765198150-239","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","10 000CFA","Fann, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2061931"
"1765198387-240","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","30 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2896647"
"1765198387-241","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","25 000CFA","Almadies, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2883679"
"1765198387-242","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","25 000CFA","Almadies, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2883672"
"1765198387-243","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2867107"
"1765198387-244","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2862808"
"1765198387-245","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","2 500CFA","HLM, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2847269"
"1765198387-246","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Baskets Nike pour enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-pour-enfants-2837971"
"1765198387-247","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","10 000CFA","HLM, Dakar, Sénégal","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2831294"
"1765198387-248","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures pour enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-2830947"
"1765198387-249","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","Dakar, Sénégal","Chaussure enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-enfants-2822660"
"1765198387-250","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","Fass, Dakar, Sénégal","Baskets Puma - Adidas","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-puma-adidas-2818578"
"1765198387-251","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","5 000CFA","Colobane, Dakar, Sénégal","Chaussures friperie - enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-friperie-enfants-2812381"
"1765198387-252","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures friperie enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-friperie-enfant-2812377"
